result,評価項目,評価表現,評判情報
"",カメラ,はないです,画質も、そこそこで、こういうカメラは、他にないです。
"",カメラ,と思います,G7や710isや28mm(人の集まる室内や乗り物の中では必要)広角の他社の機種など選択に悩みましたが、使ってみて高倍率ズームは魅力で、大きさや重さは妥協してしまう性能のカメラと思います。
"",カメラ,は高いと,マニュアル銀塩一眼レフも現役で頑張っていますので、このカメラはオールマイティに使えるサブカメラとしても、利用価値は高いと思います。
"",カメラ,が良かったので,ズーム付で違和感無く使えるカメラが良かったので他機種を振り切っただけの成果はありました。
"",カメラ,もありません,運動会などの行事を録った時も、その中から写真を作れば良いので、高ズームのカメラも必要ありません。
"",カメラ,と思います,非常に良いカメラと思います。
"",カメラ,と思います,いろいろ書いてきましたが、購入後の満足感はとても高く他に直接の比較対象となるカメラが無いこともあり、今となってはとても貴重なカメラと思います。
"",カメラ,と思います,レンズによる写りの違いがよく判るカメラと思います。
"",カメラ,の良い,このカメラの良い悪いは出尽くしていると思いますが、一応所有者としての感想です。
"",カメラ,があると,ソフト的にも1年近く前のカメラなので、できればF50FDのソフト面、機能面とF31FDのハード面(1.7CCD)が合わさったカメラがあるとベストなのになとは思います。
"",カメラ,には満足しています,約1年前にヨドバシの安売りをたまたま見つけ買いましたが、このカメラにはかなり満足しています。
"",カメラ,は抜群です,今までのコンパクトカメラは野外だと綺麗でも、暗い室内だと失敗が多かったのですが、このカメラは画質の良さが抜群です。
"",描写力,も高い,どんな場面でも発色が良く、描写力も極めて高い。
"",描写力,もあり,撮影範囲も広く、大き過ぎず、描写力もあり、これからの撮影がとても楽しみです。
"",描写力,は良い,1．ツボにはまったときの描写力はタムロン90ミリを超えるくらい良い。
"",描写力,も良好,軽くて安くて描写力もそこそこ良好。
"",描写力,を持った,素晴らしい描写力を持ったレンズだと思います。
"",描写力,が違います,自分の腕が上がったと錯覚するほど描写力が違います。
"",描写力,はあります,描写力はパナライカ14-50とは大差があります。
"",描写力,はいいですね,しかし，描写力はいいですね。
